"cohort","life_stage","policy","i","weight","choice","pension_class","formal","wage","solidarity_eligible","consumption_young","consumption_old","experienced_utility","baseline_utility","welfare_cev"
0,"young_lifetime","Law 100",0.1,0.00206985722142662,"informal","informal",FALSE,0.13133104573372,FALSE,0.10012211552876,0.128056599341017,-24.2360159518952,-24.2360159518952,0
0,"young_lifetime","Law 100",0.11,0.00236410958058029,"informal","informal",FALSE,0.135195408496429,FALSE,0.103068168176186,0.131824612846491,-23.2043506538124,-23.2043506538124,0
0,"young_lifetime","Law 100",0.12,0.00269025537259384,"informal","informal",FALSE,0.139173478566336,FALSE,0.106100907228065,0.13570349862134,-22.216600712502,-22.216600712502,0
0,"young_lifetime","Law 100",0.13,0.0030501282598838,"informal","informal",FALSE,0.143268601734844,FALSE,0.109222883396694,0.13969651903713,-21.27089676339,-21.27089676339,0
0,"young_lifetime","Law 100",0.14,0.00344541378616971,"informal","informal",FALSE,0.147484222241911,FALSE,0.112436722448046,0.143807032459385,-20.3654490159778,-20.3654490159778,0
0,"young_lifetime","Law 100",0.15,0.0038776031764757,"informal","informal",FALSE,0.151823885672859,FALSE,0.115745127410193,0.148038496072174,-19.498543866577,-19.498543866577,0
0,"young_lifetime","Law 100",0.16,0.00434794486360459,"informal","informal",FALSE,0.156291241940422,FALSE,0.11915088084671,0.152394468785806,-18.6685406552316,-18.6685406552316,0
0,"young_lifetime","Law 100",0.17,0.00485739458280167,"informal","informal",FALSE,0.160890048354533,FALSE,0.122656847196979,0.156878614230081,-17.8738685606894,-17.8738685606894,0
0,"young_lifetime","Law 100",0.18,0.00540656502249209,"informal","informal",FALSE,0.16562417278245,FALSE,0.126265975185348,0.161494703835622,-17.1130236275471,-17.1130236275471,0
0,"young_lifetime","Law 100",0.19,0.00599567615266305,"informal","informal",FALSE,0.170497596901852,FALSE,0.129981300301184,0.166246620005866,-16.3845659199415,-16.3845659199415,0
0,"young_lifetime","Law 100",0.2,0.00662450746745946,"informal","informal",FALSE,0.175514419549674,FALSE,0.133805947351897,0.1711383593824,-15.6871167964014,-15.6871167964014,0
0,"young_lifetime","Law 100",0.21,0.00729235346863131,"informal","informal",FALSE,0.180678860169461,FALSE,0.137743133091087,0.176174036206366,-15.0193563007019,-15.0193563007019,0
0,"young_lifetime","Law 100",0.22,0.00799798377561329,"informal","informal",FALSE,0.185995262360176,FALSE,0.141796168924026,0.181357885778786,-14.3800206637833,-14.3800206637833,0
0,"young_lifetime","Law 100",0.23,0.0087396092707509,"informal","informal",FALSE,0.19146809752942,FALSE,0.145968463692743,0.186694268022694,-13.7678999120069,-13.7678999120069,0
0,"young_lifetime","Law 100",0.24,0.0095148556698428,"informal","informal",FALSE,0.197101968654148,FALSE,0.15026352654306,0.192187671150093,-13.1818355772215,-13.1818355772215,0
0,"young_lifetime","Law 100",0.25,0.010320745845168,"informal","informal",FALSE,0.202901614152046,FALSE,0.154684969875992,0.197842715436804,-12.6207185043064,-12.6207185043064,0
0,"young_lifetime","Law 100",0.26,0.0111536921182913,"informal","informal",FALSE,0.208871911866819,FALSE,0.159236512385991,0.203664157108391,-12.0834867520412,-12.0834867520412,0
0,"young_lifetime","Law 100",0.27,0.0120094995825537,"informal","informal",FALSE,0.215017883170746,FALSE,0.163921982188583,0.209656892340425,-11.5691235833312,-11.5691235833312,0
0,"young_lifetime","Law 100",0.28,0.0128833813113884,"informal","informal",FALSE,0.221344697187946,FALSE,0.168745320040042,0.215825961376458,-11.0766555409828,-11.0766555409828,0
0,"young_lifetime","Law 100",0.29,0.0137699860614464,"informal","informal",FALSE,0.227857675141922,FALSE,0.173710582651796,0.222176552767165,-10.605150605389,-10.605150605389,0
0,"young_lifetime","Law 100",0.3,0.0146634387938913,"informal","informal",FALSE,0.234562294831019,FALSE,0.178821946102364,0.228714007734222,-10.153716430637,-10.153716430637,0
0,"young_lifetime","Law 100",0.31,0.0155573940198842,"informal","informal",FALSE,0.241464195235578,FALSE,0.18408370934968,0.235443824662583,-9.72149865570018,-9.72149865570018,0
0,"young_lifetime","Law 100",0.32,0.0164451016357299,"informal","informal",FALSE,0.248569181260649,FALSE,0.189500297846772,0.242371663724953,-9.30767928751892,-9.30767928751892,0
0,"young_lifetime","Law 100",0.33,0.0173194845593781,"informal","informal",FALSE,0.255883228618258,FALSE,0.19507626726383,0.249503351642323,-8.91147515290884,-8.91147515290884,0
0,"young_lifetime","Law 100",0.34,0.0181732271241403,"informal","informal",FALSE,0.263412488853338,FALSE,0.20081630731979,0.256844886584584,-8.5321364163677,-8.5321364163677,0
0,"young_lifetime","Law 100",0.35,0.0189988728395791,"informal","informal",FALSE,0.271163294517532,FALSE,0.206725245726668,0.264402443215346,-8.16894516097547,-8.16894516097547,0
0,"young_lifetime","Law 100",0.36,0.0197889298058682,"informal","informal",FALSE,0.279142164495251,FALSE,0.212808052249947,0.272182377885192,-7.82121402970179,-7.82121402970179,0
0,"young_lifetime","Law 100",0.37,0.0205359817787106,"informal","informal",FALSE,0.287355809486434,FALSE,0.219069842888444,0.28019123397774,-7.48828492454949,-7.48828492454949,0
0,"young_lifetime","Law 100",0.38,0.0212328026386743,"informal","informal",FALSE,0.295811137650645,FALSE,0.225515884177167,0.288435747413022,-7.1695277610723,-7.1695277610723,0
0,"young_lifetime","Law 100",0.39,0.0218724718319488,"informal","informal",FALSE,0.304515260417243,FALSE,0.232151597616781,0.296922852312781,-6.86433927590955,-6.86433927590955,0
